"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","Eucl_distance","NS_shift","EW_shift","shift_direction","n_cells_hist","n_cells_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","rS_NA","rE_NA","rU_NA","rS_A","rE_A","rU_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Circus aeruginosus",4692541.39256858,3099896.39820765,4631420.31952418,3149179.28036544,78514.8905869261,49282.882157784,-61121.0730444007,-47.0061995796475,1179,1421,0.913978349317884,1,0.804195804195804,0.804195804195804,1,1,0.808191808191808,0.808191808191808,1,0.000999000999000999,0.182817182817183,0.182817182817183,0.000999000999000999,0.000999000999000999,0.178821178821179,0.178821178821179,0.000999000999000999,0.987226236680153,0.0127737633198474,0.000434346405454723,0.987226236680153,0.0127737633198474,0.000434346405454723,0.986802913530483,0.000428800546360182,0.0127682859231567
"Circus pygargus",4344040.40784027,2833281.59346052,4490064.70585558,2934574.10959932,177716.823729753,101292.516138797,146024.298015309,55.5013939996478,816,927,0.895305623145123,1,0.913086913086913,0.913086913086913,1,1,0.9000999000999,0.9000999000999,1,0.000999000999000999,0.0929070929070929,0.0929070929070929,0.000999000999000999,0.000999000999000999,0.0919080919080919,0.0919080919080919,0.000999000999000999,0.99368019432952,0.00631980567047988,0.000403396515696745,0.993776273072331,0.00622372692766919,0.000403396515696745,0.993281879461905,0.000400848150026691,0.00631727238806834
"Coccothraustes coccothraustes",4582519.86205661,2981959.17040836,4585430.14474711,3060664.97622557,78759.5937945023,78705.8058172101,2910.28269049805,4.93380674819795,1398,1586,0.925266901131931,1,0.808191808191808,0.808191808191808,1,1,0.812187812187812,0.812187812187812,1,0.000999000999000999,0.18981018981019,0.18981018981019,0.000999000999000999,0.000999000999000999,0.184815184815185,0.184815184815185,0.000999000999000999,0.993217801531062,0.00678219846893805,0.000143344157732262,0.993217801531062,0.00678219846893805,0.000143344157732262,0.993076395019335,0.000142372107617688,0.00678123287304774
"Columba oenas",4428725.75911025,3119239.641081,4495933.01356992,3171924.66317502,85396.2915181611,52685.0220940206,67207.2544596735,53.118683178479,1354,1377,0.932613704975069,1,0.859140859140859,0.859140859140859,1,1,0.866133866133866,0.866133866133866,1,0.000999000999000999,0.151848151848152,0.151848151848152,0.000999000999000999,0.000999000999000999,0.135864135864136,0.135864135864136,0.000999000999000999,0.993633929102407,0.00636607089759318,0.00202589261191504,0.993633929102407,0.00636607089759318,0.00202589261191504,0.991633722542809,0.00201302159780791,0.00635325585938315
"Columba palumbus",4475848.08161386,3147931.3238715,4478977.13276806,3159703.99472915,12181.4096166284,11772.6708576488,3129.05115419254,16.6305626470832,1990,2029,0.981994039134492,1,0.191808191808192,0.191808191808192,1,1,0.388611388611389,0.388611388611389,1,0.000999000999000999,0.819180819180819,0.819180819180819,0.000999000999000999,0.000999000999000999,0.588411588411588,0.588411588411588,0.000999000999000999,0.999170111261559,0.000829888738440702,9.47824666085297e-06,0.999790601587928,0.000209398412071581,9.47824666085297e-06,0.999160648740076,9.47038084518194e-06,0.00082988087907829
"Coracias garrulus",4775090.37277098,2679012.98918653,4743127.53028233,2386670.32052629,294084.782366151,-292342.668660242,-31962.8424886512,-169.37321132024,522,347,0.744875749520484,1,0.938061938061938,0.938061938061938,1,1,0.948051948051948,0.948051948051948,1,0.000999000999000999,0.041958041958042,0.041958041958042,0.000999000999000999,0.000999000999000999,0.0589410589410589,0.0589410589410589,0.000999000999000999,0.994450858434843,0.00554914156515646,0.0689067683076768,0.994450858434843,0.00554914156515646,0.0689067683076768,0.926280648631517,0.0685506068249758,0.00516874454350729
"Crex crex",4818400.89120769,3335718.19515606,4852911.77416048,3392598.33154072,66530.8271203522,56880.1363846557,34510.8829527898,37.1713925242834,1086,1201,0.909069168451361,1,0.97002997002997,0.97002997002997,1,1,0.981018981018981,0.981018981018981,1,0.000999000999000999,0.028971028971029,0.028971028971029,0.000999000999000999,0.000999000999000999,0.024975024975025,0.024975024975025,0.000999000999000999,0.995105475712684,0.00489452428731552,0.0090839625272264,0.995105475712684,0.00489452428731552,0.0090839625272264,0.986109818955169,0.00903990278123326,0.00485027826359781
"Cyanistes caeruleus",4503205.49985352,3079160.33258149,4508178.52282179,3137009.26736448,58062.2959670873,57848.9347829903,4973.02296827361,6.93009720052742,1965,2041,0.964579617065519,1,0.392607392607393,0.392607392607393,1,1,0.384615384615385,0.384615384615385,1,0.000999000999000999,0.592407592407592,0.592407592407592,0.000999000999000999,0.000999000999000999,0.605394605394605,0.605394605394605,0.000999000999000999,0.99823076885036,0.00176923114964049,0.000309475964228374,0.99823076885036,0.00176923114964049,0.000309475964228374,0.997922386817598,0.000308928598861467,0.00176868458354037
"Cygnus olor",4518423.19747312,3271096.49480804,4559322.72998809,3187966.1538277,92646.7773398046,-83130.3409803421,40899.5325149735,156.08848317558,1039,1413,0.849572039853536,0.997002997002997,0.848151848151848,0.848151848151848,1,0.996003996003996,0.853146853146853,0.853146853146853,1,0.003996003996004,0.167832167832168,0.167832167832168,0.001998001998002,0.002997002997003,0.156843156843157,0.156843156843157,0.000999000999000999,0.958621334565134,0.0413786654348662,0,0.958760123207143,0.0412398767928572,0,0.958621334565134,0,0.0413786654348662
"Dendrocopos major",4534935.23381377,3158503.64963503,4509659.1498786,3149489.97889175,26835.1761567907,-9013.67074328475,-25276.0839351676,-107.2054095332,1900,1943,0.973870764602892,1,0.958041958041958,0.958041958041958,1,1,0.949050949050949,0.949050949050949,1,0.000999000999000999,0.045954045954046,0.045954045954046,0.000999000999000999,0.001998001998002,0.048951048951049,0.048951048951049,0.001998001998002,0.996679161239921,0.00332083876007937,0,0.996679161239921,0.00332083876007937,0,0.996679161239921,0,0.00332083876007937
"Emberiza calandra",4392548.30027747,2697202.99564394,4486099.98006107,2674823.42422555,96191.2782283474,-22379.5714183883,93551.6797835967,104.227233011089,1328,1331,0.933778847937448,1,0.607392607392607,0.607392607392607,1,1,0.605394605394605,0.605394605394605,1,0.000999000999000999,0.384615384615385,0.384615384615385,0.000999000999000999,0.000999000999000999,0.387612387612388,0.387612387612388,0.000999000999000999,0.999302388165813,0.000697611834186653,0.0015746770281645,0.999302388165813,0.000697611834186653,0.0015746770281645,0.99772990567058,0.00157358024343351,0.000696514085986791
"Emberiza cia",4139558.94831525,2237581.85087176,4098658.05697442,2279523.03228649,58582.8098586667,41941.1814147229,-40900.8913408252,-45.7980921406783,497,485,0.938640466853659,1,0.946053946053946,0.946053946053946,1,1,0.934065934065934,0.934065934065934,1,0.000999000999000999,0.048951048951049,0.048951048951049,0.000999000999000999,0.000999000999000999,0.0539460539460539,0.0539460539460539,0.000999000999000999,0.980234847474586,0.019765152525414,0.00027161525536448,0.980234847474586,0.019765152525414,0.00027161525536448,0.97997386174246,0.000266248167771773,0.0197598900897684
"Emberiza cirlus",4047010.31881128,2291789.31317102,4068733.74872116,2300125.17387216,23267.8744340474,8335.86070114607,21723.4299098849,66.3515935977882,705,731,0.97405322305243,1,0.793206793206793,0.793206793206793,1,1,0.784215784215784,0.784215784215784,1,0.001998001998002,0.218781218781219,0.218781218781219,0.001998001998002,0.000999000999000999,0.221778221778222,0.221778221778222,0.000999000999000999,0.993317910326695,0.00668208967330523,0.000600248797318823,0.993317910326695,0.00668208967330523,0.000600248797318823,0.992725654185164,0.000596240272498667,0.00667810554233755
"Emberiza citrinella",4589961.57227879,3312956.96412789,4603691.50605313,3320693.87285961,15759.7854734943,7736.90873172088,13729.9337743334,63.762559772845,1775,1719,0.966898911765461,1,1,1,1,1,1,1,1,0.000999000999000999,0.128871128871129,0.128871128871129,0.000999000999000999,0.000999000999000999,0.147852147852148,0.147852147852148,0.000999000999000999,1,0,0.0103288868343809,1,0,0.0103288868343809,0.989671113165619,0.0103288868343809,0
"Emberiza hortulana",4701938.21403065,3111200.9521671,4819399.29390919,3069035.51306166,124799.958097697,-42165.4391054399,117461.079878538,113.977939215647,1081,812,0.900133859606781,1,0.99000999000999,0.99000999000999,1,1,0.987012987012987,0.987012987012987,1,0.000999000999000999,0.016983016983017,0.016983016983017,0.000999000999000999,0.000999000999000999,0.013986013986014,0.013986013986014,0.000999000999000999,0.998329022170963,0.00167097782903722,0.00616225447313613,0.998329022170963,0.00167097782903722,0.00609705582344517,0.992187281231538,0.0061520208298353,0.00166069793862679
"Emberiza melanocephala",5351095.72351133,2076188.13971536,5296974.4415851,2213890.48621269,147956.241464191,137702.346497332,-54121.2819262324,-12.7566476384798,131,164,0.785894374409758,0.989010989010989,0.919080919080919,0.919080919080919,1,0.988011988011988,0.93006993006993,0.93006993006993,1,0.011988011988012,0.0849150849150849,0.0849150849150849,0.001998001998002,0.013986013986014,0.0799200799200799,0.0799200799200799,0.000999000999000999,0.899882179271276,0.100117820728724,0.00206380400642061,0.899882179271276,0.100117820728724,0.00206380400642061,0.898210590293767,0.00185756426342674,0.0999318454428062
"Erithacus rubecula",4506176.07103875,3180501.40363978,4479114.5662439,3177857.28201653,27190.3736811433,-2644.12162324646,-27061.50479485,-93.4758482667593,2016,2024,0.986568408047524,1,0.509490509490509,0.509490509490509,1,1,0.514485514485514,0.514485514485514,1,0.000999000999000999,0.462537462537463,0.462537462537463,0.000999000999000999,0.000999000999000999,0.488511488511489,0.488511488511489,0.000999000999000999,0.999928361441913,7.163855808746e-05,0.000176700492909724,0.999928361441913,7.163855808746e-05,0.000176700492909724,0.999751686262997,0.000176687836577813,7.1625900425616e-05
"Ficedula albicollis",5051591.8000892,2918457.6202482,5158629.18134233,2931381.77062266,107814.816460576,12924.15037446,107037.381253121,90.9320733353426,381,469,0.87948795527143,1,0.997002997002997,0.997002997002997,1,0.998001998001998,0.998001998001998,0.998001998001998,1,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.999616867337977,0.000383132662022855,0.0142873499544177,0.999616867337977,0.000383132662022855,0.0142873499544177,0.985340385038396,0.0142819541827055,0.000377660778897946
"Ficedula hypoleuca",4639275.69082714,3567216.11479225,4658436.66237262,3623486.40637565,59443.1538988934,56270.2915834016,19160.9715454746,22.8492248394432,1308,1224,0.949317347186779,1,0.92007992007992,0.92007992007992,1,1,0.916083916083916,0.916083916083916,1,0.000999000999000999,0.0609390609390609,0.0609390609390609,0.000999000999000999,0.000999000999000999,0.0639360639360639,0.0639360639360639,0.000999000999000999,0.998952306298253,0.00104769370174724,0.00470677255015164,0.998952306298253,0.00104769370174724,0.00470677255015164,0.994255367931763,0.00470186448029251,0.00104276758794477
"Ficedula parva",5056738.59019471,3424950.72309257,5035368.83117777,3528798.66196501,106023.869993967,103847.938872447,-21369.7590169376,-2.71991070794963,670,743,0.905611872105026,1,0.919080919080919,0.919080919080919,1,1,0.909090909090909,0.909090909090909,1,0.000999000999000999,0.0809190809190809,0.0809190809190809,0.000999000999000999,0.003996003996004,0.0929070929070929,0.0929070929070929,0.000999000999000999,0.986864683946547,0.0131353160534534,0.00085192670506584,0.986914571744268,0.0130854282557325,0.00085192670506584,0.986034981621416,0.000840745786760302,0.0131242725918237
"Ficedula semitorquata",5483143.83093401,2152320.57311605,5573824.86101223,2256101.45109858,137816.979544876,103780.877982532,90681.0300782239,51.4606061809823,49,46,0.625721946657581,0.982017982017982,1,1,0.984015984015984,0.981018981018981,1,1,0.979020979020979,0.021978021978022,0.024975024975025,0.024975024975025,0.015984015984016,0.026973026973027,0.02997002997003,0.02997002997003,0.023976023976024,1,0,0.300271450515415,1,0,0.300170455998658,0.699728549484585,0.300271450515415,0
"Garrulus glandarius",4523152.10711438,3105570.36395611,4524451.79467937,3112173.21545648,6729.54944275743,6602.85150036961,1299.68756498769,13.3860049576466,1972,1953,0.987079456326898,1,0.895104895104895,0.895104895104895,1,1,0.927072927072927,0.927072927072927,1,0.000999000999000999,0.124875124875125,0.124875124875125,0.000999000999000999,0.000999000999000999,0.0769230769230769,0.0769230769230769,0.000999000999000999,0.999321666993397,0.000678333006602693,0.000120838853133649,0.999523572375682,0.000476427624317599,0.000120838853133649,0.999200992012735,0.000120756894049408,0.000678251093215685
"Hieraaetus pennatus",4275702.8861826,2366988.73933373,4163388.81102234,2348042.71363424,113900.848850702,-18946.0256994935,-112314.07516026,-100.096957783257,354,413,0.904386791004098,1,0.848151848151848,0.848151848151848,1,1,0.822177822177822,0.822177822177822,1,0.000999000999000999,0.181818181818182,0.181818181818182,0.000999000999000999,0.002997002997003,0.158841158841159,0.158841158841159,0.002997002997003,0.993045164820137,0.00695483517986322,0.00447953216804116,0.993045164820137,0.00695483517986322,0.00447953216804116,0.988627587167131,0.00444851635102254,0.00692389648184693
"Hippolais icterina",4850145.05389221,3501467.49234466,4859013.4390088,3509694.8391536,12097.0033516887,8227.34680894203,8868.38511659019,53.6982997922764,1158,1148,0.971602678899113,1,0.974025974025974,0.974025974025974,1,1,0.977022977022977,0.977022977022977,1,0.000999000999000999,0.023976023976024,0.023976023976024,0.000999000999000999,0.000999000999000999,0.026973026973027,0.026973026973027,0.000999000999000999,0.9984932013354,0.00150679866459971,0.00533194918141791,0.9984932013354,0.00150679866459971,0.00533194918141791,0.993177265686761,0.00532395778111432,0.00149877653212474
